PERNOD RICARD SA;L'OREAL;VINCI SA;BANCO BILBAO VIZCAYA ARGENTA;BANCO SANTANDER SA;ASML HOLDING NV;KONINKLIJKE PHILIPS NV;TELEFONICA SA;TOTAL SE;AIR LIQUIDE SA;AXA SA;BNP PARIBAS;DANONE;VIVENDI SE;ESSILORLUXOTTICA;LVMH MOET HENNESSY LOUIS VUI;KERING;AMADEUS IT GROUP SA;SAFRAN SA;KONINKLIJKE AHOLD DELHAIZE N;UNILEVER PLC;IBERDROLA SA;ING GROEP NV;LINDE PLC;INDUSTRIA DE DISENO TEXTIL;INTESA SANPAOLO;ENI SPA;ENGIE;ORANGE;ANHEUSER-BUSCH INBEV SA/NV;SANOFI;SOCIETE GENERALE SA;ENEL SPA;NOKIA OYJ;SCHNEIDER ELECTRIC SE;ALLIANZ SE-REG;AIRBUS SE;BAYER AG-REG;BAYERISCHE MOTOREN WERKE AG;CRH PLC;BASF SE;SIEMENS AG-REG;VOLKSWAGEN AG-PREF;MUENCHENER RUECKVER AG-REG;FRESENIUS SE & CO KGAA;SAP SE;ADIDAS AG;DEUTSCHE TELEKOM AG-REG;DEUTSCHE POST AG-REG;MERCEDES-BENZ GROUP AG;DEUTSCHE BOERSE AG
169.15;274.3;102.1;4.764;3.634;270.6;45.05;6.317;48.57;128.85;24.475;50.49;73.22;25.1;142.9;429.75;599.0;78.08;142.15;22.33;51.04;9.45;10.51;191.1;31.18;2.3185;13.882;15.3;13.06;71.42;91.9;30.585;7.629;3.7695;93.98;221.7;137.9;75.5;71.64;34.82;64.91;116.82;182.02;271.6;48.47;125.66;310.25;14.76;34.265;46.565;146.6
168.6;270.7;102.2;4.748;3.618;271.25;44.96;6.332;48.115;129.7;24.55;50.21;73.3;25.2;142.85;424.95;586.6;77.72;142.0;22.23;51.16;9.426;10.428;190.75;31.28;2.304;13.714;15.285;13.1;71.22;91.36;30.425;7.61;3.724;93.6;220.55;136.4;75.75;71.41;34.54;64.7;117.2;181.3;270.4;49.345;126.2;311.5;14.832;33.915;46.4;148.6
167.4;269.0;100.9;4.698;3.577;270.2;45.595;6.267;47.8;129.55;24.39;50.08;72.9;24.83;140.25;423.45;592.2;77.52;140.25;21.945;51.11;9.456;10.39;190.0;31.03;2.28;13.558;15.295;13.13;70.75;88.87;30.32;7.546;3.7095;92.98;219.1;137.98;74.68;70.95;34.49;64.16;116.02;179.14;271.2;48.88;126.6;315.05;14.868;33.87;45.415;150.55
165.8;267.0;101.35;4.664;3.572;264.5;44.775;6.182;47.32;128.55;24.145;49.955;73.32;24.98;139.2;411.95;573.4;75.6;142.1;21.995;50.94;9.668;10.254;188.1;31.02;2.268;13.458;15.5;13.06;69.99;89.21;30.175;7.62;3.6735;92.52;218.55;135.8;74.1;69.69;34.27;63.09;115.6;176.58;269.5;48.195;123.84;310.6;14.668;33.0;44.43;148.05
164.2;270.5;102.4;4.607;3.54;270.65;45.61;6.118;47.385;130.6;24.31;49.91;74.1;24.83;139.0;416.3;573.3;77.7;147.0;22.445;51.86;9.886;10.22;192.35;31.14;2.278;13.47;15.71;13.09;70.71;89.11;30.19;7.819;3.6755;94.22;220.95;139.0;75.25;69.41;34.99;63.69;117.92;177.52;272.7;48.825;126.9;313.0;14.8;33.205;43.94;150.1
158.6;258.0;99.66;4.5315;3.476;259.1;44.3;6.042;46.11;127.6;23.87;48.87;72.9;24.5;135.9;401.0;552.6;72.94;143.55;22.12;51.33;9.804;9.939;185.25;30.46;2.255;13.196;15.7;12.945;68.47;86.7;29.775;7.674;3.594;91.62;215.25;132.9;73.56;67.7;34.24;62.13;114.82;171.64;266.7;47.65;122.46;300.0;14.564;32.285;42.575;147.6
158.0;261.6;101.15;4.6005;3.551;261.75;43.38;6.269;46.475;129.4;24.165;49.42;73.18;24.77;138.0;412.0;561.8;73.94;144.5;22.46;51.88;9.848;10.072;188.45;30.93;2.3055;13.398;15.725;13.1;69.29;87.67;29.82;7.899;3.68;92.16;219.55;134.24;75.65;66.82;34.27;62.84;115.36;172.46;271.3;48.72;119.84;301.95;14.91;32.305;43.285;148.95
158.45;262.3;102.05;4.6675;3.7075;268.9;42.985;6.2;46.18;131.05;24.23;49.505;72.84;24.71;138.65;407.6;568.0;73.7;150.05;22.525;51.49;9.87;10.082;190.3;31.03;2.32;13.288;15.88;12.955;69.27;88.67;29.83;8.009;3.602;93.7;220.85;136.56;74.9;66.55;34.86;63.06;116.32;169.92;272.0;48.475;120.0;296.3;14.858;32.71;43.415;150.0
156.55;259.6;101.15;4.7085;3.6665;265.0;42.425;6.159;44.92;130.9;24.235;48.89;72.5;24.66;136.85;398.9;561.2;71.68;147.6;22.36;52.45;9.9;10.022;187.3;30.92;2.2915;12.926;15.63;12.875;68.5;87.86;29.51;8.088;3.555;91.86;218.45;134.5;73.46;65.56;34.38;62.0;113.74;164.0;268.8;47.0;118.18;292.9;14.678;31.99;42.79;148.6
156.5;251.9;100.2;4.6685;3.554;254.25;41.4;6.109;44.145;130.75;24.08;48.045;72.4;24.76;134.25;395.3;555.0;70.82;145.95;22.2;52.7;9.87;9.825;184.05;30.37;2.2455;12.658;15.56;12.805;68.42;86.95;29.225;7.855;3.5195;90.52;215.85;133.24;73.05;64.34;33.92;61.07;111.64;162.38;266.3;46.125;117.82;285.8;14.606;31.575;41.805;147.05
157.0;255.0;100.5;4.665;3.5625;260.0;41.985;6.11;43.76;131.9;24.07;48.34;72.76;24.9;135.8;396.75;554.1;72.18;146.9;21.885;52.97;9.902;9.847;186.15;30.55;2.285;12.61;15.63;12.8;68.24;87.6;29.285;7.966;3.547;91.8;217.1;133.68;73.32;64.38;34.38;60.7;111.22;162.8;270.3;46.33;120.0;285.0;14.638;31.47;41.62;149.45
159.3;261.5;102.2;4.7855;3.691;269.95;43.21;6.177;44.8;133.0;24.4;49.29;73.38;25.11;136.25;410.6;569.0;74.42;148.3;22.26;53.19;9.946;10.096;192.6;31.26;2.3515;12.788;15.645;12.63;69.25;88.56;29.635;8.0;3.618;94.04;219.85;138.0;75.4;64.95;34.9;61.99;112.98;167.08;272.0;46.745;122.98;291.4;14.674;32.075;42.35;151.3
158.3;263.1;104.05;4.927;3.794;276.35;43.51;6.159;45.435;134.95;24.71;49.61;73.16;25.28;137.85;415.0;573.6;73.94;147.5;22.25;53.97;10.2;10.294;194.55;31.43;2.4495;13.028;15.535;12.605;69.75;89.93;30.29;8.07;3.618;95.58;224.55;136.88;77.28;66.22;35.22;62.89;113.72;170.64;274.7;47.39;124.6;290.45;14.73;32.66;44.055;150.2
161.4;267.8;103.5;5.1;3.83;280.65;44.075;6.222;45.9;135.25;24.745;50.41;73.76;25.57;137.25;418.05;572.0;74.66;147.6;22.4;54.42;10.38;10.49;197.15;31.96;2.4715;12.97;15.71;12.76;69.89;93.65;30.6;8.13;3.7;95.98;227.3;137.0;78.29;66.33;35.42;62.94;108.68;170.4;276.2;48.185;124.42;289.6;14.848;32.88;44.075;152.0
161.3;270.7;103.65;5.227;3.859;278.55;44.0;6.216;45.26;134.9;24.81;51.83;73.44;25.49;137.0;413.95;565.7;73.32;150.25;22.325;54.51;10.275;10.57;196.75;31.89;2.476;12.906;15.64;12.79;68.5;93.58;30.55;8.177;3.957;95.62;227.7;136.78;77.63;64.69;35.12;62.44;108.3;166.42;277.8;47.845;124.08;289.1;14.902;32.69;42.885;152.35
160.8;270.8;104.4;5.242;3.8365;281.0;44.345;6.177;44.575;134.65;24.91;51.64;73.42;25.63;137.6;413.55;562.5;73.88;148.6;22.4;54.52;10.38;10.524;197.05;31.85;2.459;12.78;15.625;12.775;68.23;93.47;30.15;8.2;3.835;95.4;228.0;136.62;77.12;63.81;35.37;62.69;108.3;164.38;277.5;48.6;123.66;286.05;14.864;32.525;43.045;153.0
160.0;273.0;105.0;5.233;3.87;288.45;44.605;6.17;44.99;137.9;25.16;52.73;73.62;25.51;138.35;412.35;562.7;74.04;149.55;22.3;54.75;10.505;10.682;199.1;32.0;2.4825;12.926;15.915;12.695;67.72;93.93;30.4;8.193;4.06;96.06;229.0;138.0;77.2;64.41;35.9;63.17;109.44;167.44;277.4;49.155;125.36;286.8;15.422;32.965;42.635;153.65
160.65;271.1;105.65;5.329;3.955;290.75;44.865;6.33;45.485;138.8;25.265;53.58;73.42;25.4;138.95;424.7;598.0;74.0;147.35;22.54;54.78;10.43;10.836;199.05;31.5;2.5075;13.1;15.94;12.845;68.02;92.93;31.55;8.132;4.07;96.62;230.55;136.6;77.66;67.07;36.11;63.86;109.58;173.14;278.6;49.09;126.82;290.7;15.612;33.23;43.995;153.25
166.75;271.5;105.0;5.298;3.939;292.3;44.7;6.234;45.395;140.0;25.27;53.57;71.92;25.23;139.5;421.55;596.4;73.24;145.2;22.81;54.7;10.59;10.772;205.4;31.25;2.51;12.988;15.91;13.27;68.03;92.38;31.665;8.207;4.016;97.38;230.25;132.8;77.3;66.59;35.9;62.68;107.16;172.54;281.2;48.74;126.8;287.7;15.56;33.42;43.245;153.6
165.95;269.0;105.5999984741211;5.275000095367432;3.942500114440918;292.9500122070312;44.49499893188477;6.252999782562256;45.5;139.25;25.41500091552734;53.91999816894531;72.80000305175781;25.36000061035156;139.4499969482422;418.0;582.4000244140625;73.13999938964844;145.6499938964844;23.06999969482422;54.70999908447266;10.72500038146973;10.78999996185303;204.8999938964844;31.45000076293945;2.497499942779541;13.03400039672852;16.07999992370605;13.34000015258789;68.02999877929688;92.33000183105469;32.02500152587891;8.230999946594238;3.94950008392334;97.33999633789062;231.6999969482422;131.2599945068359;77.72000122070312;66.47000122070312;36.11000061035156;63.16999816894531;107.620002746582;171.8000030517578;282.7999877929688;48.78499984741211;126.7399978637695;289.25;15.65799999237061;33.3650016784668;43.53499984741211;153.75
