PERNOD RICARD SA;L'OREAL;VINCI SA;BANCO BILBAO VIZCAYA ARGENTA;BANCO SANTANDER SA;ASML HOLDING NV;KONINKLIJKE PHILIPS NV;TELEFONICA SA;TOTAL SE;AIR LIQUIDE SA;AXA SA;BNP PARIBAS;DANONE;VIVENDI SE;ESSILORLUXOTTICA;LVMH MOET HENNESSY LOUIS VUI;KERING;AMADEUS IT GROUP SA;SAFRAN SA;KONINKLIJKE AHOLD DELHAIZE N;UNILEVER PLC;IBERDROLA SA;ING GROEP NV;LINDE PLC;INDUSTRIA DE DISENO TEXTIL;INTESA SANPAOLO;ENI SPA;ENGIE;ORANGE;ANHEUSER-BUSCH INBEV SA/NV;SANOFI;SOCIETE GENERALE SA;ENEL SPA;NOKIA OYJ;SCHNEIDER ELECTRIC SE;ALLIANZ SE-REG;AIRBUS SE;BAYER AG-REG;BAYERISCHE MOTOREN WERKE AG;CRH PLC;BASF SE;SIEMENS AG-REG;VOLKSWAGEN AG-PREF;MUENCHENER RUECKVER AG-REG;FRESENIUS SE & CO KGAA;SAP SE;ADIDAS AG;DEUTSCHE TELEKOM AG-REG;DEUTSCHE POST AG-REG;MERCEDES-BENZ GROUP AG;DEUTSCHE BOERSE AG
157.0;250.6;93.14;4.8555;4.0445;199.5;39.245;7.284;48.03;111.2272727272727;23.635;42.37;75.74;25.01;118.8;382.85;519.6;72.04;129.95;20.365;54.17;8.614;10.238;180.05;27.45;2.05;14.3;13.825;13.26;79.22;74.0;22.715;6.559;4.5515;76.1;215.45;132.1;58.76;66.15;29.47;60.43;99.18;151.46;223.0;45.325;113.32;281.85;14.77;29.355;45.38;128.4
157.25;248.0;93.0;4.78;4.003;199.5;38.94;7.244;48.2;110.8181818181818;23.58;41.995;75.3;24.91;119.1;382.3;522.7;72.02;133.3;20.385;53.77;8.512;10.082;181.3;27.48;2.008;14.22;13.75;13.225;83.61;74.57;22.37;6.288;4.5815;76.3;215.7;131.5;59.55;66.57;29.47;60.8;99.54;151.46;225.8;45.03;112.0;278.95;14.684;29.495;45.44;129.4
157.6;250.3;92.98;4.7445;3.9885;202.2;41.17;7.218;48.195;111.8181818181818;23.525;41.995;75.4;24.89;119.05;384.8;527.2;73.34;133.25;20.56;53.93;8.516;10.074;181.3;27.37;2.0115;14.316;13.82;13.155;84.5;75.41;22.33;6.273;4.5845;76.5;214.5;130.76;59.6;66.77;29.52;61.26;99.5;151.4;223.4;44.875;111.24;284.1;14.7;29.475;46.04;128.25
160.3;250.3;93.3;4.8795;4.134;205.9;42.185;7.273;48.86;113.1363636363636;23.675;42.925;75.52;24.68;119.3;383.3;524.0;73.34;136.45;20.49;54.31;8.564;10.272;184.7;27.54;2.035;14.39;13.965;13.22;85.7;75.86;23.03;6.274;4.5975;77.9;216.1;132.62;60.99;69.34;29.47;63.67;101.44;157.14;222.9;45.195;112.46;283.05;14.738;30.22;48.045;127.3
158.4;247.1;92.8;4.878;4.137;209.45;42.14;7.282;48.45;112.9090909090909;23.54;42.93;75.32;24.82;119.15;380.3;519.5;73.88;135.95;20.38;53.89;8.64;10.288;182.2;27.5;2.035;14.414;14.035;13.155;86.33;75.73;23.165;6.33;4.633;77.54;215.1;131.96;60.1;70.01;29.45;63.86;102.24;158.62;223.9;45.625;113.78;282.25;14.814;30.455;49.215;126.7
157.4;248.0;91.5;4.894;4.0925;207.7;41.805;7.069;47.92;111.5454545454545;23.54;42.99;77.2;24.7;119.0;376.15;508.9;72.96;132.95;20.445;52.75;8.64;10.454;177.9;27.53;2.02;14.35;13.95;13.39;90.0;75.4;22.99;6.247;4.9715;79.0;212.2;130.5;59.18;68.95;29.84;62.76;100.96;154.06;220.0;45.0;112.22;282.7;14.656;30.24;48.255;126.95
158.75;249.1;91.96;4.833;4.061;208.4;42.2;7.058;48.03;112.6818181818182;23.465;42.935;78.4;26.19;119.1;385.6;473.25;73.14;135.0;20.53;52.49;8.592;10.412;179.9;27.65;2.01;14.338;14.05;13.52;90.43;75.95;23.08;6.21;5.068;79.24;212.15;131.0;59.9;68.67;30.14;61.94;100.98;155.26;219.0;45.04;114.1;289.8;14.844;30.3;48.375;127.45
158.35;251.1;92.2;4.802;4.035;206.05;42.515;7.102;48.06;112.9545454545454;23.5;42.655;78.74;25.54;119.35;378.75;479.1;72.92;132.55;20.75;52.92;8.638;10.342;179.05;27.48;1.9912;14.248;14.315;13.615;91.38;77.1;22.905;6.246;5.039;79.26;212.95;130.08;59.33;68.29;29.94;62.21;101.2;153.2;221.8;45.915;113.42;288.9;15.142;30.33;48.47;124.35
157.6;247.4;90.0;4.6565;3.8855;205.0;42.365;6.964;47.235;113.8181818181818;23.0;41.52;78.22;25.0;118.55;374.5;471.35;71.42;131.1;20.4;52.85;8.52;10.082;176.35;26.97;1.966;14.094;14.04;13.46;90.88;75.58;22.055;6.169;4.919;77.38;209.0;127.72;57.16;67.11;29.55;60.44;99.62;151.74;218.2;44.935;110.58;279.15;14.888;29.43;47.24;124.8
159.05;242.0;93.24;4.5995;3.863;202.8;42.485;6.921;47.035;113.6363636363636;22.9;42.18;78.4;25.18;122.65;375.3;469.5;71.36;129.85;20.455;52.33;8.57;10.072;173.75;27.03;1.9604;14.204;13.92;13.425;91.07;75.46;22.205;6.199;4.8795;78.08;210.4;128.06;58.75;66.83;30.0;60.53;98.99;150.94;217.8;45.54;111.72;289.55;14.88;29.51;46.895;126.3
162.25;245.2;94.16;4.6355;3.8755;207.55;43.65;6.876;46.55;114.7727272727273;23.165;42.845;79.14;25.02;127.7;379.1;469.45;72.06;130.55;20.445;52.78;8.618;9.839;174.05;27.56;2.0;14.096;13.85;13.52;92.71;75.49;23.5;6.24;4.9195;78.74;211.85;129.42;60.25;67.49;30.01;60.7;95.0;150.64;218.0;45.78;113.18;296.35;15.052;29.4;46.8;133.0
156.05;237.6;91.28;4.522;3.755;197.56;41.7;6.775;44.73;110.3181818181818;22.3;41.15;77.04;24.16;123.15;358.4;450.9;69.94;126.65;20.435;51.91;8.66;9.252;167.3;27.04;1.9526;13.68;13.665;13.4;89.88;74.22;22.42;6.198;4.812;74.42;204.35;123.34;58.0;64.65;28.75;58.21;92.15;146.24;214.3;44.705;109.36;279.4;14.828;28.35;45.225;130.05
153.5;230.3;89.2;4.46;3.6975;190.84;41.025;6.655;44.135;109.7727272727273;21.82;40.415;76.22;23.98;120.5;343.25;442.35;68.74;123.65;20.24;50.92;8.642;8.851;171.55;26.38;1.9678;13.48;13.35;13.28;87.65;72.35;22.4;6.124;4.745;72.74;201.85;120.7;55.83;63.34;27.9;56.61;89.75;142.98;212.7;43.5;106.18;267.8;14.658;27.88;43.935;127.7
152.35;228.6;90.0;4.414;3.6245;190.02;40.74;6.527;43.545;109.5454545454545;21.615;40.27;75.94;24.93;121.1;350.45;446.7;67.58;121.65;20.16;50.47;8.7;8.75;166.0;25.96;1.9446;13.384;13.26;13.27;86.77;72.24;22.305;6.134;4.7645;72.8;200.4;119.92;55.5;62.26;27.81;56.53;89.64;142.94;210.0;42.595;104.0;269.85;14.6;28.51;43.28;125.6
154.4;233.0;91.4;4.407;3.613;190.6;40.94;6.505;43.18;110.0909090909091;21.425;39.955;76.14;24.97;125.0;357.65;447.0;68.18;122.9;20.055;50.75;8.788;8.744;167.7;26.29;1.91;13.194;13.325;13.285;86.8;72.69;22.1;6.134;4.7045;72.96;199.16;122.0;58.84;62.11;27.88;56.78;89.36;142.78;211.4;42.405;106.2;273.55;14.626;28.685;43.31;127.55
156.65;238.0;93.88;4.5175;3.695;195.76;41.735;6.526;43.91;113.0909090909091;21.86;40.745;77.94;25.37;128.15;368.25;456.1;69.8;127.55;21.105;50.83;8.804;8.875;171.4;26.73;1.9454;13.434;13.43;13.335;87.57;74.61;22.765;6.14;4.815;74.3;201.95;127.16;62.97;62.53;28.77;58.49;90.48;144.28;215.1;42.855;108.66;267.45;14.548;29.4;43.85;129.0
156.05;232.7;94.0;4.436;3.6145;191.56;41.295;6.345;43.49;111.3636363636364;21.655;40.205;77.66;25.0;129.35;364.35;454.6;68.94;126.65;20.53;50.8;8.818;8.647;169.55;26.5;1.8748;13.192;13.28;13.21;87.24;73.75;22.275;6.036;4.7955;72.94;198.96;125.12;64.63;61.03;28.38;58.13;89.0;141.34;215.9;42.485;106.08;259.65;14.452;28.675;42.58;128.55
156.7;234.5;94.0;4.276;3.5505;192.0;41.455;6.254;43.23;112.1363636363636;21.6;39.665;77.78;25.21;128.5;356.55;448.8;68.74;127.15;20.425;51.3;8.894;8.495;172.5;26.34;1.836;13.17;13.305;13.255;86.22;73.82;21.79;6.064;4.747;73.06;200.25;125.2;63.76;60.83;28.55;58.0;88.62;140.96;217.8;42.26;106.34;261.7;14.462;28.525;42.35;127.8
155.8;233.5;94.96;4.353;3.5915;195.5;41.595;6.25;44.22;113.6363636363636;21.625;40.37;77.86;25.38;131.1;359.55;439.95;67.94;127.9;20.31;51.27;8.932;8.643;173.65;26.24;1.8872;13.42;13.48;13.46;85.73;75.4;22.38;6.078;4.776;74.3;201.3;126.58;64.96;61.04;29.15;58.67;89.24;142.9;218.2;42.97;107.62;261.75;14.588;29.03;42.85;128.2
154.55;230.1;92.92;4.2435;3.47;187.3;40.815;5.987;43.64;110.4545454545454;21.305;39.32;78.8;25.06;128.25;348.15;428.45;66.24;124.0;20.14;52.18;8.926;8.395;168.15;25.82;1.8456;13.102;13.32;13.265;84.2;75.43;21.465;6.009;4.623;72.12;197.18;121.84;63.92;59.6;28.59;57.32;86.15;139.88;214.5;41.99;105.48;255.2;14.538;28.45;41.535;127.1
156.85;230.3;93.48;4.234;3.4745;188.06;40.95;5.945;43.3;110.4545454545454;21.24;39.6;78.76;25.06;126.75;345.7;427.6;66.16;125.3;20.195;52.57;9.13;8.335;168.0;25.59;;;13.33;13.27;84.51;74.83;21.375;;4.5755;71.5;196.84;122.4;62.98;58.82;28.41;56.2;85.0;138.16;215.5;41.75;105.74;257.1;14.648;28.23;40.53;127.25
159.1;233.3;95.48;4.3655;3.5855;191.42;41.65;6.006;43.235;112.0;21.525;40.61;80.1;25.47;127.25;348.45;432.3;67.24;126.3;20.985;53.34;9.246;8.583;169.05;25.99;1.882;13.04;13.465;13.46;85.63;75.99;22.07;6.285;4.633;72.64;198.64;123.02;64.61;59.56;28.91;56.85;85.84;139.86;217.0;42.255;107.3;257.7;14.882;28.58;41.245;129.0
158.1;237.6;97.46;4.2685;3.5485;195.08;42.0;6.11;44.15;112.2272727272727;21.72;40.795;80.54;25.67;128.55;356.85;437.95;68.28;126.95;20.835;54.35;9.298;8.492;170.25;26.61;1.9142;13.274;13.63;13.595;86.57;77.24;22.38;6.359;4.71;73.06;201.15;124.78;66.3;60.36;29.03;57.97;87.23;142.32;219.8;43.465;107.98;259.5;14.982;28.875;41.97;129.85
158.3;236.4;97.22;4.207;3.4905;194.26;42.01;5.952;43.665;111.5454545454545;21.485;40.53;79.94;25.52;129.05;355.7;434.8;67.18;126.5;20.69;54.4;9.286;8.481;170.25;26.33;1.9034;13.144;13.49;13.5;85.66;77.06;22.105;6.236;4.645;72.96;200.45;126.2;66.0;59.74;28.52;57.85;87.22;141.14;219.1;43.515;106.86;260.95;14.964;28.615;41.335;129.45
165.95;241.1;98.52;4.231;3.4845;196.0;42.35;5.972;44.385;113.5909090909091;21.58;40.605;80.6;25.76;131.25;369.1;439.05;68.54;130.1;20.885;54.94;9.338;8.406;170.95;27.14;1.9226;13.35;13.55;13.525;86.64;77.93;22.12;6.318;4.6475;74.36;202.15;128.0;67.23;60.59;29.23;58.99;89.12;142.64;220.5;43.9;109.86;265.8;14.88;29.085;41.955;131.25
163.15;239.0;97.12;4.325;3.5275;193.68;42.18;5.993;44.395;112.9090909090909;21.58;40.94;79.68;25.61;130.5;361.1;430.8;67.24;128.4;20.83;54.39;9.314;8.576;169.0;27.22;1.9418;13.312;13.445;13.47;86.15;77.02;22.58;6.284;4.5785;74.16;200.95;124.42;67.72;60.61;28.72;59.06;88.93;143.06;219.4;43.99;107.48;262.55;14.826;29.045;42.02;130.9
162.45;236.1;95.54;4.24;3.4675;190.16;41.735;5.939;43.58;111.1363636363636;21.25;40.065;78.86;25.41;130.95;355.5;426.0;66.9;129.2;20.8;54.14;9.26;8.412;165.7;27.05;1.9032;13.142;13.42;13.4;85.56;76.73;22.335;6.223;4.519;73.3;197.64;122.62;66.59;58.7;29.22;58.07;88.19;141.16;217.4;44.055;106.38;259.8;14.774;28.885;40.72;131.5
164.25;238.6;96.8;4.276;3.495;192.42;41.43;6.057;43.84;112.4545454545455;21.295;40.55;79.7;25.33;131.5;353.6;425.05;66.42;128.0;20.745;54.34;9.262;8.483;166.05;26.89;1.94;13.218;13.5;13.435;85.1;76.95;22.54;6.33;4.5045;73.8;199.16;122.84;66.62;59.57;29.27;58.0;88.57;142.18;218.6;44.04;106.72;261.4;14.812;28.98;41.33;131.25
166.0;244.1;97.82;4.2905;3.4655;193.46;41.93;6.143;43.965;112.4545454545455;21.255;40.325;80.6;25.31;132.85;359.85;430.05;67.04;128.25;20.775;55.14;9.304;8.495;167.0;27.16;1.9482;13.302;13.66;13.52;85.16;77.87;22.425;6.499;4.478;73.62;198.76;122.56;66.98;59.49;29.5;58.24;89.0;143.5;217.7;43.96;108.54;264.1;14.9;29.225;41.54;128.95
166.65;246.3;97.18;4.274;3.4695;194.1;42.135;6.234;44.315;112.5454545454545;20.78;40.2;80.54;25.18;133.0;355.85;429.7;66.62;127.0;20.87;55.36;9.316;8.481;167.6;27.55;1.9686;13.4;13.65;13.58;84.3;77.48;22.405;6.501;4.4365;73.26;196.82;121.6;66.7;59.72;29.23;58.48;88.71;143.54;216.5;44.205;107.12;265.25;14.928;29.195;41.705;127.2
171.8;249.3;98.42;4.3225;3.458;199.42;42.415;6.294;45.0;114.6818181818182;20.88;40.825;81.44;25.54;134.25;361.35;435.35;67.16;131.0;21.23;55.63;9.356;8.601;170.3;27.7;2.0135;13.618;13.795;13.715;86.11;78.02;22.855;6.632;4.4515;74.72;199.22;125.28;67.64;60.17;30.16;59.67;90.0;145.28;218.6;44.665;108.38;266.0;15.14;29.675;41.985;127.95
173.7;248.6;99.5;4.309;3.44;202.25;42.885;6.301;45.39;115.1363636363636;20.87;41.035;81.46;25.43;134.25;362.4;440.4;67.76;132.15;21.285;56.44;9.352;8.697;170.7;28.12;1.9932;13.68;13.825;13.8;86.2;78.12;23.055;6.594;4.4995;76.16;200.5;125.34;67.34;60.81;30.28;60.18;90.95;146.1;217.9;44.16;108.6;269.7;15.176;29.9;42.705;133.75
177.2;251.2;99.84;4.2775;3.4345;200.7;43.01;6.356;45.28;115.8181818181818;20.99;41.045;81.56;25.3;133.45;362.9;440.85;67.18;131.9;21.4;56.93;9.442;8.658;171.05;27.85;2.0035;13.712;13.865;13.83;86.23;79.53;23.05;6.68;4.4885;75.64;201.55;126.0;66.72;60.53;30.55;60.01;90.51;146.66;220.5;44.25;108.36;270.2;15.25;30.08;42.6;137.2
177.25;252.9;99.98;4.286;3.3985;201.25;42.9;6.372;44.775;113.9545454545454;20.81;40.845;81.78;25.26;133.85;355.65;433.4;67.0;129.9;21.445;57.39;9.526;8.647;170.5;27.87;2.0005;13.602;13.84;13.82;85.94;81.05;22.975;6.681;4.4465;74.52;199.72;124.62;66.4;60.4;30.42;59.36;89.87;146.28;219.7;44.41;108.3;270.4;15.192;29.67;43.025;137.2
176.55;254.8;100.7;4.313;3.407;204.7;42.985;6.437;45.405;114.4545454545455;21.02;41.255;82.0;25.33;135.45;368.5;446.25;67.4;131.3;21.59;57.56;9.498;8.768;169.95;27.8;2.0275;13.67;13.855;13.785;85.67;81.1;23.36;6.738;4.4455;74.74;201.0;126.2;67.51;61.09;30.86;60.21;91.2;147.96;221.7;44.665;109.22;273.05;15.196;29.945;43.97;137.95
174.6;250.7;100.9;4.496;3.527;215.1;42.965;6.507;46.225;113.0;21.405;42.46;81.8;25.25;134.8;376.4;455.4;68.08;138.0;21.625;56.89;9.438;9.034;170.0;28.54;2.056;13.868;13.755;13.71;84.95;81.19;24.175;6.665;4.489;76.14;203.05;127.32;66.5;62.32;30.63;61.01;91.55;150.84;222.2;44.62;111.48;274.8;15.08;30.385;45.35;136.25
174.75;251.2;99.86;4.49;3.531;217.3;43.055;6.582;45.78;113.9090909090909;21.56;42.45;81.72;25.3;135.2;379.9;453.75;68.52;142.95;21.775;56.78;9.428;9.083;172.05;28.65;2.067;13.77;13.655;13.69;84.5;81.59;24.15;6.62;4.535;77.16;204.3;126.6;66.99;62.32;30.5;61.46;92.55;150.4;223.2;44.65;111.3;278.9;15.092;30.485;45.405;137.4
168.65;249.3;97.88;4.602;3.6165;219.15;42.14;6.66;46.325;112.3181818181818;21.965;43.71;80.0;25.08;132.45;378.95;449.2;67.46;142.45;21.7;55.48;9.23;9.334;168.75;28.79;2.1015;13.922;13.385;13.455;86.06;79.26;25.14;6.545;4.534;78.02;206.65;126.84;67.26;63.22;30.52;62.28;94.19;154.08;226.8;44.2;110.2;277.05;15.034;30.465;46.45;136.1
168.15;248.1;97.68;4.696;3.7205;217.05;42.0;6.686;47.375;113.2727272727273;22.3;44.55;79.5;24.95;130.3;373.15;450.45;67.18;139.35;22.22;54.48;9.196;9.568;166.25;28.61;2.1235;14.102;13.545;13.515;85.14;78.76;25.545;6.49;4.562;79.16;207.6;122.3;69.07;63.77;30.56;63.87;96.0;154.62;227.9;44.955;108.74;269.85;15.052;30.78;46.85;135.5
169.25;247.8;97.56;4.6765;3.7105;221.0;42.58;6.691;47.145;114.1818181818182;22.455;44.3;80.26;24.95;129.95;378.15;467.5;67.34;139.25;22.595;54.69;9.194;9.628;169.65;27.5;2.108;14.074;13.595;13.625;85.41;79.16;25.665;6.442;4.612;79.88;208.7;123.5;69.0;63.81;31.01;64.66;97.37;155.7;228.1;45.465;109.14;270.5;15.09;30.9;47.18;136.7
168.6;249.8;98.92;4.729;3.728;223.8;43.05;6.722;46.58;116.4090909090909;22.425;44.235;80.84;25.14;129.4;379.7;472.15;67.5;142.0;22.625;55.0;9.308;9.566;173.3;27.18;2.1225;13.9;13.94;13.865;87.9;79.77;25.56;6.613;4.6815;80.5;210.15;124.82;68.01;64.64;31.37;64.41;96.71;156.76;230.3;45.165;109.34;275.85;15.176;30.99;47.76;138.0
164.45;244.4;98.28;4.8655;3.821;226.6;43.19;6.789;46.65;115.2727272727273;22.735;45.355;79.5;25.06;130.35;382.0;468.6;67.2;143.8;22.895;54.43;9.21;9.836;174.8;26.91;2.182;14.044;13.67;13.87;87.19;79.53;25.99;6.592;4.685;82.04;212.0;125.5;68.06;65.06;31.91;65.75;96.92;158.06;230.1;45.69;107.88;272.55;15.136;31.105;48.54;138.15
162.3;242.1;97.08;4.795;3.766;223.85;43.12;6.793;47.815;114.5909090909091;22.59;44.59;79.54;25.08;130.6;367.1;463.25;66.18;140.2;22.61;53.96;9.156;9.679;171.75;26.56;2.1435;14.314;13.615;13.91;86.98;79.09;25.72;6.482;4.642;80.56;210.3;121.24;67.87;65.1;31.17;65.67;96.7;157.56;227.2;45.42;106.48;268.5;15.132;30.875;48.05;138.15
166.4;246.2;98.12;4.6975;3.6565;223.3;43.645;6.672;47.855;116.3181818181818;22.55;43.875;80.5;25.01;131.0;367.2;461.15;66.5;142.1;22.59;54.71;9.27;9.493;174.25;26.66;2.125;14.152;13.95;13.79;87.42;80.0;25.255;6.517;4.6135;80.26;209.7;121.96;66.85;64.53;30.78;64.28;97.01;155.84;228.1;45.135;108.26;270.8;15.134;30.72;47.22;139.05
165.7;247.0;98.5;4.6925;3.6205;226.05;43.93;6.724;48.02;116.5454545454545;22.635;43.805;80.18;25.06;130.4;364.7;462.35;66.8;141.85;22.505;54.64;9.32;9.438;174.9;26.63;2.126;14.324;14.16;13.96;87.64;80.22;25.31;6.65;4.6255;80.54;210.1;122.82;66.2;64.55;30.75;64.02;96.56;155.94;230.5;44.74;108.5;273.45;15.206;30.35;47.36;139.25
164.8;247.3;98.7;4.7845;3.7235;228.0;44.005;6.754;48.165;118.1818181818182;22.905;44.75;80.18;25.1;130.9;367.3;462.65;66.6;142.45;22.695;54.47;9.332;9.628;176.9;27.14;2.164;14.414;14.27;14.035;86.4;81.42;25.995;6.615;4.6715;81.2;211.8;124.08;66.9;64.99;31.14;63.92;97.47;158.92;232.1;45.315;109.1;275.0;15.248;30.25;47.425;139.55
164.4;249.0;98.64;4.9;3.76;226.05;43.74;6.912;49.48;118.9090909090909;23.39;45.295;80.44;24.94;132.1;370.05;468.95;68.0;142.3;22.77;53.8;9.272;9.73;177.8;27.27;2.166;14.552;14.45;14.25;88.07;83.32;26.22;6.576;4.791;80.52;211.95;120.1;67.23;65.15;31.03;63.89;98.01;159.8;232.9;44.345;109.86;274.75;15.378;30.185;47.345;139.35
164.25;246.3;97.7;4.6855;3.6565;225.3;43.485;6.888;48.665;118.2727272727273;23.155;44.01;80.5;24.97;132.45;366.45;454.25;65.48;141.1;22.505;54.35;9.35;9.531;175.4;27.62;2.1405;14.14;14.34;14.3;87.47;83.69;25.43;6.671;4.676;78.82;211.25;119.8;65.85;64.0;30.61;63.42;96.63;156.58;232.9;44.39;108.12;272.4;15.424;29.835;46.24;139.7
165.6;248.8;98.7;4.67;3.629;225.15;43.99;6.866;47.745;118.2272727272727;22.97;43.735;80.9;24.94;132.6;370.05;458.3;66.3;141.55;22.6;54.69;9.436;9.41;175.6;27.84;2.13;13.996;14.57;14.25;85.34;85.09;25.01;6.768;4.6475;78.36;209.95;118.8;65.96;63.68;30.49;62.0;95.49;153.2;234.5;44.735;108.38;273.9;15.334;29.84;45.465;140.7
162.0;246.3;97.2;4.676;3.643;223.85;44.335;6.89;47.19;117.2727272727273;22.985;43.51;78.8;24.82;128.8;361.2;458.9;65.28;142.3;22.505;54.39;9.388;9.445;175.05;27.71;2.135;13.862;14.5;14.175;86.22;84.87;24.915;6.73;4.5845;77.62;208.8;120.96;66.07;63.38;30.24;61.83;95.93;153.88;232.8;43.625;106.7;269.7;15.296;29.795;45.4;140.05
162.85;251.1;97.42;4.6945;3.6375;226.4;43.92;6.944;47.38;117.8636363636364;23.055;43.845;79.88;24.94;130.8;360.9;463.95;65.28;143.55;22.77;55.02;9.48;9.43;175.75;27.9;2.143;13.934;14.77;14.295;86.82;85.25;24.93;6.832;4.5275;78.66;210.85;119.54;64.61;63.09;30.8;61.99;95.71;153.64;236.8;43.41;107.5;278.65;15.424;30.12;44.865;142.0
162.45;253.4;97.02;4.747;3.7;225.45;41.54;6.997;47.59;117.6363636363636;23.15;44.19;80.38;25.39;130.5;360.15;464.75;65.8;145.0;23.02;55.04;9.418;9.579;176.1;28.12;2.1605;14.054;14.625;14.395;87.04;85.06;24.94;6.786;4.5925;79.54;211.85;119.0;64.68;63.89;31.28;63.54;97.36;154.9;237.2;43.96;107.8;285.1;15.362;30.19;45.38;143.55
163.4;256.9;98.82;4.7805;3.7365;227.25;42.5;7.001;47.885;118.7272727272727;23.43;44.67;80.82;25.18;132.25;364.65;467.55;65.72;144.45;22.955;55.15;9.536;9.604;178.0;28.4;2.1755;14.034;14.98;14.395;87.42;85.06;25.14;6.851;4.65;80.5;213.85;119.2;64.69;64.59;31.59;64.12;98.25;156.06;237.4;42.895;107.88;285.65;15.394;30.645;45.62;143.4
163.15;250.1;97.72;4.7005;3.6745;224.95;41.4;6.946;47.34;117.2727272727273;23.065;44.04;79.42;25.1;129.15;357.1;453.65;64.72;142.85;23.05;55.19;9.42;9.455;174.6;28.17;2.155;13.98;15.065;14.36;85.44;83.56;24.63;6.817;4.4945;78.62;212.05;116.74;62.48;64.38;31.0;63.25;96.82;153.8;236.6;42.39;106.86;282.2;15.338;29.445;45.165;140.5
162.45;240.6;94.76;4.519;3.517;218.95;40.03;6.775;45.455;113.6818181818182;22.48;42.5;77.46;24.63;126.5;344.0;436.1;61.94;138.95;22.505;54.1;9.31;9.106;166.6;27.29;2.094;13.556;14.6;14.025;83.11;80.67;23.63;6.669;4.4;75.8;206.85;114.36;60.62;63.16;29.84;61.77;94.84;149.14;232.6;41.1;103.34;268.75;15.052;28.885;44.055;137.65
169.35;242.6;95.4;4.519;3.5085;220.6;40.355;6.767;44.91;113.6818181818182;22.46;42.115;77.76;24.66;127.0;346.8;437.85;62.58;138.65;22.28;54.1;9.3;9.076;;27.42;2.091;13.408;14.545;14.02;82.93;81.2;23.33;6.639;4.395;75.38;;119.22;;;29.96;;;;;;;;;;;
172.0;246.0;96.96;4.535;3.5275;223.4;41.04;6.809;45.0;115.4545454545454;22.58;42.285;78.2;24.98;128.85;349.6;441.9;63.52;140.4;22.81;54.23;9.388;9.132;168.7;27.81;2.0955;13.544;14.77;14.285;84.22;82.2;23.395;6.754;4.4255;76.86;206.25;117.78;62.28;62.39;29.93;61.61;95.3;147.82;235.8;41.62;104.84;271.6;15.132;28.88;43.81;140.3
174.0;248.0;97.32;4.587;3.5575;226.05;41.67;6.869;45.215;117.0;22.74;42.615;78.82;24.94;129.65;353.8;445.3;64.3;141.4;22.695;54.75;9.424;9.2;172.3;28.13;2.108;13.652;14.84;14.45;85.39;82.3;23.515;6.845;4.4775;77.34;207.7;117.22;63.13;62.68;29.73;62.4;96.42;148.54;237.2;41.33;104.28;272.35;15.25;28.75;43.805;139.75
171.9;245.4;95.64;4.5055;3.5205;221.05;41.05;6.771;44.47;115.05;22.515;42.325;78.1;24.76;128.55;351.05;438.7;64.06;139.35;22.44;54.14;9.332;9.07;168.05;27.5;2.086;13.534;14.655;14.325;83.89;82.14;23.11;6.772;4.481;75.12;205.4;117.7;63.37;61.86;29.11;61.6;94.92;149.1;235.5;40.735;103.66;269.85;15.272;28.67;43.555;139.65
172.35;247.6;96.68;4.506;3.5435;224.65;41.6;6.815;44.88;116.2;22.45;42.49;78.96;24.7;132.3;357.0;443.95;64.76;140.45;22.24;54.25;9.352;9.064;169.35;27.78;2.1035;13.6;14.535;14.37;84.29;81.85;23.22;6.815;4.4845;77.14;206.1;117.38;64.18;62.35;29.43;62.05;95.94;150.0;236.8;41.255;105.9;278.75;15.35;28.745;44.4;140.65
170.4;245.3;97.12;4.628;3.636;230.55;37.955;6.891;45.295;117.55;22.755;43.69;78.62;24.75;132.5;376.85;462.6;65.84;140.7;22.475;54.11;9.298;9.467;174.45;28.2;2.1495;13.682;14.675;14.49;83.59;81.91;23.99;6.767;4.5055;78.28;207.15;117.92;64.14;63.23;30.23;62.98;96.49;153.94;237.3;41.265;104.94;278.6;15.304;29.04;45.54;140.95
170.25;243.2;100.2;4.716;3.792;236.3;39.115;7.039;46.415;119.3;23.64;45.75;79.22;24.87;134.3;378.2;471.85;66.82;142.1;22.84;53.61;9.214;9.838;177.55;28.57;2.186;13.836;15.03;14.805;83.94;82.05;25.255;6.8;4.618;80.76;213.1;118.88;65.22;64.78;31.11;64.86;99.13;161.5;241.4;42.24;115.68;280.2;15.456;29.72;47.06;141.9
168.65;243.8;99.16;4.6345;3.7545;236.1;39.345;6.985;45.84;118.5;23.495;45.39;79.52;24.91;134.35;379.25;471.7;65.94;141.45;22.77;53.4;9.254;9.831;176.0;28.41;2.18;13.744;15.1;14.7;83.13;81.41;25.215;6.779;4.5595;80.32;210.7;118.3;65.61;64.91;31.18;64.59;99.18;161.84;240.2;42.21;114.76;280.9;15.496;29.76;47.065;143.85
167.7;244.2;98.84;4.749;3.8955;243.2;39.13;7.042;46.455;118.7;23.905;47.04;80.3;24.9;136.05;380.5;485.9;66.88;141.75;23.025;53.07;9.156;10.036;178.1;28.53;2.21;13.838;15.095;14.84;83.91;82.45;25.75;6.838;4.565;81.36;214.0;119.44;66.64;66.63;31.68;65.46;99.88;164.64;245.2;43.29;115.48;286.6;15.722;30.315;48.05;145.5
